Atlas_Number,FORMNUM,MUSNAME,MAILADDRES,CITY,ZIP,STRADDRSS,StreetCity,StreetZip,COUNTY,CountyId,PHONE,EMAIL,WEBSITE,HOUR_OPEN,ADMISSION,YEAREST,TXHSLNDMRK,NRHP,SUBJMARK,LOCALDESIG,HistoricDesignation,LastUpdate,Display
4200000262,262,Museum of Texas Tech University,Box 43191,Lubbock,79409-3191,3301 4th Street Lubbock 79415,Lubbock,79415,Lubbock,152,806 742-2490,museum.texastech@ttu.edu,www.depts.ttu.edu/museumttu,"Tuesday through Saturday, 10:00 a.m. to 5:00 p.m. Sunday, 1:00 to 5:00 p.m.",Free,1929,False,False,False,False,,08/31/2021 00:00:00,True
4200000265,265,Texas Forestry Museum,1905 Atkinson Drive,Lufkin,75901,1905 Atkinson Drive Lufkin 75901,Lufkin,75901,Angelina,3,936 632-9535,kgay@treetexas.com,www.treetexas.com,"Monday through Saturday, 10:00 a.m. to 5:00 p.m.",Free,1972,False,False,False,False,,08/31/2021 00:00:00,True
4200000275,275,Mendoza Trail Museum,"207 E. 6th Street, PO Box 1409",McCamey,79752,602 Santa Fe 78945 79752,78945,79752,Upton,231,432 652-3192,ellen.crossland@gmail.com,mccameycity.com/about-mccamey/museums/,"Tuesday through Friday, 1:00 to 5:00 p.m.",Free,,True,False,False,False,Recorded Texas Historic Landmark,08/12/2021 00:00:00,True
4200000276,276,Collin County History Museum,300 East Virginia Street,McKinney,75069,300 East Virginia Street McKinney 75069,McKinney,75069,Collin,43,972 542-9457,info@collincountyhistoricalsociety.org,www.collincountyhistorymuseum.org,"Thursday through Saturday, 10:00 a.m. to 4:00 p.m.",Free,1982,True,False,True,False,"Recorded Texas Historic Landmark, Subject Marker",09/16/2021 00:00:00,True
4200000280,280,McLean-Alanreed Area Museum,PO Box 354,McLean,79057,116 Main Street McLean 79057,McLean,79057,Gray,90,806 779-2096,mcalmuseum@amaonline.com,www.facebook.com/groups/290003221334220/,"April through October, Wednesday through Saturday, 10:00 a.m. to 3:00 p.m.",Free,1969,False,False,False,False,,10/13/2021 00:00:00,True
4200000286,286,Henry B. Tippie National Aviation Education Center,PO Box 764769,Dallas,75376,5657 Mariner Drive Dallas 75237,Dallas,75237,Dallas,57,833 FLY-NAEC,info@flynaec.org,www.flynaec.org,"Tuesday through Saturday, 10:00 a.m. to 4:00 p.m.",Free,1989,False,False,False,False,,10/03/2021 00:00:00,True
4200000288,288,Midland County History Museum,P. O. Box 5901,Midland,79701,200 North Main Midland 79704,Midland,79704,Midland,165,432 688-8947,jim@midlandhistoricalsociety.com,http://midlandhistoricalsociety.weebly.com/midland-county-history-museum.html,"Thursday through Saturday, 11:00 a.m. to 4:00 p.m.",Free,1930,False,False,False,False,,08/11/2021 00:00:00,True
4200000289,289,Museum of the Southwest,1705 W Missouri Avenue,Midland,79705,1705 W Missouri Avenue Midland 79705,Midland,79705,Midland,165,432 683-2882,lwesley@museumsw.org,www.museumsw.org,"Tuesday through Saturday, 10:00 a.m to 5:00 p.m. Sunday, 2:00 to 5:00 p.m.","Adults and students: $5, seniors and ages 3 to 11: $3, under 3: free. Free admission on Sundays.",1966,False,True,False,False,National Register of Historic Places,08/26/2021 00:00:00,True
4200000290,290,Haley Memorial Library & History Center,1805 W Indiana Avenue,Midland,79701,1805 W Indiana Avenue Midland 79701,Midland,79701,Midland,165,432 682-5785,info@haleylibrary.com,www.haleylibrary.com,"Monday through Friday, 10:00 a.m. to 5:00 p.m.",Free,1976,False,False,False,False,,08/12/2021 00:00:00,True
4200000291,291,Petroleum Museum,1500 West Interstate 20 West,Midland,79701,1500 West Interstate 20 West Midland 79701,Midland,79701,Midland,165,432 683-4403,kshannon@petroleummuseum.org,www.petroleummuseum.org,"Monday through Saturday, 10:00 a.m. to 5:00 p.m. Sunday, 2:00 to 5:00 p.m.","Adults: $12, students and seniors: $8, ages 5 and under: free.",1975,False,False,False,False,,08/11/2021 00:00:00,True
4200000296,296,Old Mobeetie Jail Museum,300 Olaughlin Street,Mobeetie,79061,300 Olaughlin Street Mobeetie 79061,Mobeetie,79061,Wheeler,242,806 845-2028,mobeetiemuseumtx@gmail.com,www.mobeetiemuseum.org,"Monday, Thursday, Saturday, 1:00 to 4:00 p.m.",Free,1979,True,False,False,False,Recorded Texas Historic Landmark,06/23/2025 00:00:00,True
4200000299,299,Millard's Crossing Historic Village,PO Box 634221,Nacogdoches,75963,6020 North Street Nacogdoches 75963,Nacogdoches,75963,Nacogdoches,174,936 564-6631,info@mchvnac.com,www.mchvnac.com,"Monday through Saturday, 9:00 a.m. to 4:00 p.m.","$4 admission. Guided tour with a reservation: $10 adults, $5 children.",1970,True,False,False,False,Recorded Texas Historic Landmark,08/08/2021 00:00:00,True
4200000300,300,Sterne-Hoya House Museum and Library,211 S Lanana St.,Nacogdoches,75961,211 S Lanana St. Nacogdoches 75961,Nacogdoches,75961,Nacogdoches,174,936 560-5426,sowellj@nactx.us,www.ci.nacogdoches.tx.us/696/Sterne-Hoya-House-Museum-and-Library,"Wednesday through Saturday, 10:00 a.m. to 4:00 p.m.",Free,1958,True,True,True,True,"Recorded Texas Historic Landmark, National Register of Historic Places, Subject Marker, Local Designation",08/16/2021 00:00:00,True
4200000301,301,Stone Fort Museum,PO Box 6075,Nacogdoches,75962,1808 Almuni Drive Nacogdoches 75965,Nacogdoches,75965,Nacogdoches,174,936 468-2408,stonefort@sfasu.edu,www.sfasu.edu/stonefort,"Tuesday through Saturday, 10:00 a.m. to 2:00 p.m. Sunday, 1:00 to 5:00 p.m.",Free,1936,True,False,False,False,Recorded Texas Historic Landmark,08/12/2021 00:00:00,True
4200000304,304,New Braunfels Conservation Society,1300 Church Hill Drive,New Braunfels,78130,1300 Church Hill Drive New Braunfels 78130,New Braunfels,78130,Comal,46,830 629-2943,info@newbraunfelsconservation.org,www.newbraunfelsconservation.org,"Tuesday through Saturday, 9:30 to 11:00 a.m., 1:00 to 2:30 p.m.",Free,1964,True,True,False,False,"Recorded Texas Historic Landmark, National Register of Historic Places",08/31/2021 00:00:00,True
4200000305,305,Museum of Texas Handmade Furniture,1370 Church Hill Drive,New Braunfels,78130,1370 Church Hill Drive New Braunfels 78130,New Braunfels,78130,Comal,46,830 629-6504,director@nbheritagesociety.org,www.texashandmadefurniture.com,"Wednesday through Sunday, 1:00 to 4:00 p.m.","$8 admission, ages 6 and under are free.",1984,True,True,False,False,"Recorded Texas Historic Landmark, National Register of Historic Places",09/01/2021 00:00:00,True
4200000307,307,Sophienburg Museum & Archives,401 West Coll Street,New Braunfels,78130,401 West Coll Street New Braunfels 78130,New Braunfels,78130,Comal,46,830 629-1572,director@sophienburg.com,www.sophienburg.com,"Tuesday through Saturday, 10:00 a.m. to 4:00 p.m.","Adults: $8, students: $4, children: $2, ages 5 and under: free.",1932,False,False,False,False,,08/09/2021 00:00:00,True
4200000308,308,Newton County History Center,213 Court Street,Newton,75966,213 Court Street Newton 75966,Newton,75966,Newton,176,409 379-2109,terri.woods@co.newton.tx.us,www.history-newtoncotx.com,"Monday through Friday, 8:00 a.m. to 4:30 p.m.",Free,1988,False,False,False,False,,09/01/2021 00:00:00,True
4200000316,316,Crockett County Museum,PO Box 1444,Ozona,76943,408 11th Street Ozona 76943,Ozona,76943,Crockett,53,325 392-2837,ccmuseum@wcc.net,www.ozonamuseum.com,"Monday through Thursday, 9:00 a.m. to 5:00 p.m. Friday, 8:30 a.m. to 4:30 p.m."," $3 admission, free for ages 5 and under.",1939,False,False,False,False,,09/24/2021 00:00:00,True
4200000320,320,Old Jail Museum and Log Cabin Village,PO Box 105,Palo Pinto,76484,231 S 5th Avenue Palo Pinto 76484,Palo Pinto,76484,Palo Pinto,182,940 328-4068,palopintooldjailmuseum@gmail.com,www.palopintohistory.com/special-places/18-old-jail-museum-complex.html,"March through December, Thursday through Saturday, 10:00 a.m. to 3:00 p.m.",Free,1962,True,True,True,False,"Recorded Texas Historic Landmark, National Register of Historic Places, Subject Marker",08/12/2021 00:00:00,True
4200000322,322,White Deer Land Museum,PO Box 1556,Pampa,79066,116 S Cuyler Pampa 79066,Pampa,79066,Gray,90,806 669-8041,wdlmuseum@graycch.com,facebook.com/WDLMPampa/,"Tuesday through Friday, 10:00 a.m. to 3:00 p.m., Saturday 9:00 a.m. to 5:00 p.m.",Free,1970,True,True,False,False,"Recorded Texas Historic Landmark, National Register of Historic Places",08/29/2022 00:00:00,True
4200000323,323,Carson County Square House Museum,PO Box 276,Panhandle,79068,503 Elsie Panhandle 79068,Panhandle,79068,Carson,33,806 537-3524,shm@squarehousemuseum.org,www.squarehousemuseum.weebly.com,"Monday through Saturday, 9:00 a.m. to 5:00 p.m. Sunday, 1:00 to 5:00 p.m.",Free,1967,True,True,True,False,"Recorded Texas Historic Landmark, National Register of Historic Places, Subject Marker",12/19/2024 00:00:00,True
4200000327,327,West of The Pecos Museum,PO Box 1784,Pecos,79772,120 E. Dot Stafford St Pecos 79772,Pecos,79772,Reeves,195,432 445-5076,wpmuseum@windstream.net,https://visitpecos.com/visit-pecos/destination/west-of-the-pecos-museum2,"Tuesday through Saturday, 10:00 a.m. to 5:00 p.m.",Free,1963,True,False,True,False,"Recorded Texas Historic Landmark, Subject Marker",09/02/2021 00:00:00,True
4200000328,328,Museum of the Plains,1200 N Main,Perryton,79070,1200 N Main Perryton 79070,Perryton,79070,Ochiltree,179,806 435-6400,motp@museumoftheplains.com,www.museumoftheplains.com,"Monday through Friday, 9:00 a.m. to 5:00 p.m. Saturday, 10:00 a.m. to 5:00 p.m.",Free,1975,False,False,False,False,,08/12/2021 00:00:00,True
4200000329,329,Northeast Texas Rural Heritage Museum,PO Box 157,Pittsburg,75686,,,,Camp,32,903 946-3243,museum@pittsburgtexasmuseum.org,facebook.com/Northeast-Texas-Rural-Heritage-Museum-192644167436881/,"Thursday through Saturday, 10:00 a.m. to 4:00 p.m.",Free,1991,False,False,False,False,,10/02/2023 00:00:00,True
4200000332,332,Heritage Farmstead Museum,1900 W 15th Street,Plano,75075,1900 W 15th Street Plano 75075,Plano,75075,Collin,43,972 881-0140,carrie@heritagefarmstead.org,www.heritagefarmstead.org,"Thursday through Saturday, 10:00 a.m. to 2:00 p.m.","$5 admission, ages 2 and under: free.",1978,True,True,False,True,"Recorded Texas Historic Landmark, National Register of Historic Places, Local Designation",08/08/2021 00:00:00,True
4200000334,334,Museum of the Gulf Coast,PO Box 1374,Port Arthur,77641-1374,700 Procter Street Port Arthur 77640,Port Arthur,77640,Jefferson,123,409 982-7000,mogc.director@gmail.com,www.museumofthegulfcoast.org,"Monday through Saturday, 9:00 a.m. to 5:00 p.m.","Adults: $8, seniors: $6, students: $4, children: $3, ages 3 and under: free.",1994,False,False,False,False,,08/12/2021 00:00:00,True
4200000335,335,Calhoun County Museum,301 South Ann,Port Lavaca,77979,301 South Ann Port Lavaca 77979,Port Lavaca,77979,Calhoun,29,361 553-4689,director@calhouncountymuseum.org,www.calhouncountymuseum.org,"Tuesday and Wednesday, 10:30 a.m. to 4:30 p.m. Thursday and Friday, 10:30 a.m. to 5:00 p.m. Saturday, 10:00 a.m. to 3:00 p.m.",Free,1964,False,False,False,False,,08/08/2021 00:00:00,True
4200000336,336,Garza County Historical Museum,119 North Ave. N,Post,79356,119 North Ave. N Post 79356,Post,79356,Garza,85,806 495-2207,lgpuckett@gmail.com,www.garzacountymuseum.org,"Tuesday through Saturday, 10:00 a.m. to noon and 1:00 to 5:00 p.m.",Free,1970,True,True,True,True,"Recorded Texas Historic Landmark, National Register of Historic Places, Subject Marker, Local Designation",08/26/2021 00:00:00,True
4200000337,337,OS Ranch Museum,201 E Main Street,Post,79356,201 E Main Street Post 79356,Post,79356,Garza,85,806 495-3570,os_museum@yahoo.com,facebook.com/OSRanch/,"Monday through Friday, 10:00 a.m. to noon and 1:00 to 5:00 p.m. Saturday, 10:00 a.m. to 2:00 p.m.",Free,1991,False,False,False,True,Local Designation,01/18/2022 00:00:00,True
4200000338,338,Rattlesnake Bomber Base Museum,1500 E. Sealy,Monahans,79756,1500 E. Sealy Monahans 79756,Monahans,79756,Ward,238,432 943-8401,brenda.kizziar@co.ward.tx.us,facebook.com/Rattlesnake-Bomber-Base-Museum-1408456436075845/,"Tuesday through Saturday, 10:00 a.m. to 6:00 p.m.",Free,1978,False,False,False,False,,08/14/2021 00:00:00,True
4200000339,339,Hardeman County Historical Museums,PO Box 445,Quanah,79252,102 Mercer Street Quanah 79252,Quanah,79252,Hardeman,99,940 663-5272,shanelance@gmail.com,facebook.com/HardemanCountyMuseums,"Monday through Saturday, 10:00 a.m. to 3:00 p.m.",Free,1976,True,True,False,False,"Recorded Texas Historic Landmark, National Register of Historic Places",08/27/2021 00:00:00,True
4200000341,341,Ralls Historical Museum,PO Box 384,Ralls,79357,801 Main Ralls 79357,Ralls,79357,Crosby,54,806 253-2425,,https://www.facebook.com/p/Ralls-Historical-Museum-100069288392598/?paipv=0&eav=AfZmMfvDaJU2nXBSnY11bmDIuAgNXPxOKi3nN6Owz3pyNdpWP47PL8YkdxLnAHTgdtE&_rdr,"Tuesday through Friday and second Saturday of the month, 10:00 a.m. to noon and 1:00 to 3:00 p.m.",Free,1970,True,False,True,False,"Recorded Texas Historic Landmark, Subject Marker",09/28/2023 00:00:00,True
4200000342,342,Rankin Museum,101 West Main Street,Rankin,79778,101 West Main Street Rankin 79778,Rankin,79778,Upton,231,432 693-2758,,,"Thursday and Friday, 2:00 to 5:00 p.m. Saturday, 1:00 to 5:00 p.m.",Free,1974,True,False,False,False,Recorded Texas Historic Landmark,01/01/2019 00:00:00,True
4200000344,344,Refugio County Museum,102 W West Street,Refugio,78377,102 W West Street Refugio 78377,Refugio,78377,Refugio,196,361 526-5555,morefunrosek@aol.com,www.refugiocountytx.org/community/refugio-county-museum,"Tuesday through Friday, noon to 4:00 p.m. Saturday, 1:00 to 5:00 p.m.",Free,1983,False,False,False,False,,08/28/2021 00:00:00,True
4200000345,345,Museum of Southern History,7502 Fondren Road,Houston,77074,7502 Fondren Road Houston 77074,Houston,77074,Harris,101,281 649-3997,mlbrown@hbu.edu,www.hbu.edu/museums,"Monday through Saturday,	 10:00 a.m. to 4:00 p.m.","Adults: $6, seniors and students: $5, children: $4.",1978,False,False,False,False,,08/10/2021 00:00:00,True
4200000349,349,Texas Maritime Museum,1202 Navigation Circle,Rockport,78382,1202 Navigation Circle Rockport 78382,Rockport,78382,Aransas,4,361 729-1271,execasst@texasmaritimemuseum.org,www.texasmaritimemuseum.org,"Tuesday through Saturday, 10:00 a.m. to 4:00 p.m.","Adults: $8, seniors and military: $6, children: $3, ages 2 and under: free.",1989,False,False,False,False,,09/01/2021 00:00:00,True
4200000357,357,E.H. Danner Museum of Telephony,630 South Oakes Street,San Angelo,76903,Officers' Quarters #4 at Fort Concho San Angelo 76903,San Angelo,76903,Tom Green,226,325 657-4444,Director@FortConcho.com,https://fortconcho.com/home/visit/exhibits/,"Monday through Saturday, 9:00 a.m. to 5:00 p.m. Sunday, 1:00 to 5:00 p.m.","Adults: $3, military and seniors: $2, students: $1.50, ages 6 and under: free.",1975,True,True,True,True,"Recorded Texas Historic Landmark, National Register of Historic Places, Subject Marker, Local Designation",09/15/2021 00:00:00,True
4200000358,358,Fort Concho National Historic Landmark,630 S Oakes,San Angelo,76903,630 S Oakes San Angelo 76903,San Angelo,76903,Tom Green,226,325 657-4444,sutler@fortconcho.com,www.fortconcho.com,"Monday through Saturday, 9:00 a.m. to 5:00 p.m. Sunday, 1:00 to 5:00 p.m.","Adults: $3, military and seniors: $2, students: $1.50, ages 6 and under: free.",1928,True,True,True,True,"Recorded Texas Historic Landmark, National Register of Historic Places, Subject Marker, Local Designation",01/18/2022 00:00:00,True
4200000360,360,The Alamo,300 Alamo Plaza,San Antonio,78205,300 Alamo Plaza San Antonio 78205,San Antonio,78205,Bexar,15,210 225-1391,info@thealamo.org,www.thealamo.org,"Daily, 9:00 a.m. to 5:30 p.m. Open until 7:00 p.m. from Memorial Day through Labor Day.",Free,1905,True,True,False,False,"Recorded Texas Historic Landmark, National Register of Historic Places",08/13/2021 00:00:00,True
4200000362,362,Fort Sam Houston Museum,"1405 East Grayson, Bldg. 16",Fort Sam Houston,78234,2108 Wilson Way Fort Sam Houston 78234,Fort Sam Houston,78234,Bexar,15,210 221-1886,fshmuseum@gmail.com,https://history.army.mil/museums/fieldMuseums/FSHMuseum/index.html,"Tuesday through Friday, 10:00 a.m. to 4:00 p.m. Saturday, noon to 4:00 p.m.",Free,1967,False,True,False,False,National Register of Historic Places,09/16/2021 00:00:00,True
4200000365,365,UTSA Institute of Texan Cultures,801 E. César E. Chávez Blvd.,San Antonio,78205,801 E. César E. Chávez Blvd. San Antonio 78205,San Antonio,78205,Bexar,15,210 458-2300,TexanCultures@utsa.edu,https://texancultures.utsa.edu/,"Thursday through Sunday, 10:00 a.m. to 4:00 p.m.",Suggested donation: $12.,1965,False,False,False,False,,08/08/2021 00:00:00,True
4200000368,368,San Antonio Missions National Historical Park,6701 San Jose Drive,San Antonio,78210,6701 San Jose Drive San Antonio 78210,San Antonio,78210,Bexar,15,210 932-1001,saan_interpretation@nps.gov,www.nps.gov/saan,"Daily, 9:00 a.m. to 5:00 p.m.",Free,1978,False,False,False,False,,11/28/2022 00:00:00,True
4200000370,370,Spanish Governor's Palace,PO Box 839966,San Antonio,78283,105 Plaza de Armas San Antonio 78205,San Antonio,78205,Bexar,15,210 207-7527,worldheritage@sanantonio.gov,www.spanishgovernorspalace.org,"Tuesday through Saturday, 9:00 a.m. to 5:00 p.m. Sunday, 10:00 a.m. to 5:00 p.m.","Adults: $5; Seniors, military, children: $3; Ages 6 and under: free.",,False,True,False,False,National Register of Historic Places,08/31/2021 00:00:00,True
4200000374,374,US Army Medical Department Museum,PO Box 340244,Fort Sam Houston,78234,2310 Stanley Road  Bldg 1046 Fort Sam Houston 78234,Fort Sam Houston,78234,Bexar,15,210 226-6358,usarmy.jbsa.medcom.mbx.amedd-museum@mail.mil,https://armymedicalmuseum.org,"Monday through Friday, 10:00 a.m. to 4:00 p.m. Currently closed on Saturdays due to COVID-19.",Free,1955,False,False,False,False,,09/17/2021 00:00:00,True
4200000375,375,The Witte Museum,3801 Broadway Street,San Antonio,78209,3801 Broadway Street San Antonio 78209,San Antonio,78209,Bexar,15,210 357-1900,info@wittemuseum.org,www.wittemuseum.org,"Monday through Saturday, 10:00 a.m. to 5:00 p.m. Sunday, noon to 5:00 p.m.","Adults: $14, seniros and military: $13, children: $10, military child: $9, ages 3 and under: free.",1926,False,False,False,False,,08/08/2021 00:00:00,True
4200000389,389,Seagraves-Loop Museum & Art Center,PO Box 1387,Seagraves,79359,201 Main Street Seagraves 79359,Seagraves,79359,Gaines,83,806 546-2810,,facebook.com/Seagraves-Loop-Museum-Art-Center-148816831811174/,"Monday through Friday, 9:00 a.m. to noon and 1:00 to 5:00 p.m.",Free,1974,True,False,True,False,"Recorded Texas Historic Landmark, Subject Marker",09/28/2023 00:00:00,True
4200000393,393,The Sherman Museum,301 South Walnut,Sherman,75090,301 South Walnut Sherman 75090,Sherman,75090,Grayson,91,903 893-7623,theshermanmuseum@verizon.net,www.theshermanmuseum.org,"Wednesday through Saturday, 10:00 a.m. to 4:00 p.m.",Free,1976,True,True,True,False,"Recorded Texas Historic Landmark, National Register of Historic Places, Subject Marker",08/14/2021 00:00:00,True
4200000394,394,City of Shiner Edwin Wolters Memorial Museum,PO Box 308,Shiner,77984,306 S Avenue I Shiner 77984,Shiner,77984,Lavaca,143,361 594-3774,museum@shinertexas.gov,www.woltersmuseum.org,"Wednesday through Friday, 8:00 a.m. to noon and 1:00 to 5:00 p.m. Saturday, noon to 4:00 p.m.","Free admission, donations accepted.",1963,True,False,False,False,Recorded Texas Historic Landmark,08/26/2021 00:00:00,True
4200000397,397,Slaton Museum,115 West Lubbock Street,Slaton,79364,115 West Lubbock Street Slaton 79364,Slaton,79364,Lubbock,152,806 828-3338,,slatonchamberofcommerce.org/attractions,"Tuesday through Saturday, 10:00 a.m. to 5:00 p.m. In Town Square Antique Mall.",Free,1975,False,False,False,False,,08/08/2021 00:00:00,True
4200000399,399,James H. Long Railroad Park,P.O. Box 716,Smithville,78957,106 NE 1st Street Smithville 78957,Smithville,78957,Bastrop,11,512 237-2313,chamber@smithvilletx.org,www.smithvilletx.org/art-museums,"Monday through Friday, 10:00 a.m. to 4:00 p.m. and Saturday, 10:00 a.m. to 2:00 p.m.",Free,1989,False,False,False,False,,09/15/2021 00:00:00,True
4200000400,400,Scurry County Museum,6200 College Avenue,Snyder,79549,6200 College Avenue Snyder 79549,Snyder,79549,Scurry,208,325 573-6107,scm@snydertex.com,facebook.com/ScurryCountyMuseum/,"Wednesday through Friday, 1:00 to 5:00 p.m.",Free,1971,False,False,False,False,,09/16/2021 00:00:00,True
4200000402,402,Miers Home Museum,206 S. Water Ave.,Sonora,76950,307 E Oak Street Sonora 76950,Sonora,76950,Sutton,218,325 387-5084,icehousemuseum1@yahoo.com,https://www.historicsuttoncounty.com/miers-home-museum,"Winter: Wednesdays through Friday, 1:00 to 5:00 p.m., Saturday, 10:00 a.m. to 6:00 p.m.
Summer: Wednesday through Saturday, 10:00 a.m. to 6:00 p.m.",$10.00,1968,False,False,False,False,,08/01/2021 00:00:00,True
4200000403,403,Stationmaster's House Museum,30 South Townsend,Spearman,79081,30 South Townsend Spearman 79081,Spearman,79081,Hansford,98,806 659-3008,info@smhmuseum.org,facebook.com/profile.php?id=100064523689071,"Tuesday through Saturday, 1:00 to 5:00 p.m.",Free,,True,False,False,False,Recorded Texas Historic Landmark,09/28/2023 00:00:00,True
4200000404,404,Martin County Historical Museum,P.O. Box 929,Stanton,79782,207 East Broadway Street Stanton 79782,Stanton,79782,Martin,156,432 756-2722,martincountymuseum@gmail.com,facebook.com/Martin-County-Historical-Museum-361747468373/,"Monday through Friday, 9:00 a.m. to 11:30 a.m. and 12:30 to 5:30 p.m.",Free,1977,False,False,True,False,Subject Marker,08/13/2021 00:00:00,True
4200000406,406,Stephenville Historical House Museum,525 E. Washington Street,Stephenville,76401,525 E Washington Street Stephenville 76401,Stephenville,76401,Erath,72,254 965-5880,svillemuseum@embarqmail.com,https://shhm.org/,"Wednesday through Saturday, 10:00 a.m. to 5:00 p.m. Sunday, 1:00 to 5:00 p.m.",Free,1966,True,True,False,False,"Recorded Texas Historic Landmark, National Register of Historic Places",11/08/2022 00:00:00,True
4200000408,408,Hopkins County Museum and Heritage Park,416 N Jackson Street,Sulphur Springs,75482,416 N Jackson Street Sulphur Springs 75482,Sulphur Springs,75482,Hopkins,112,903 885-2387,hopkinscountymuseum@gmail.com,facebook.com/hopkinscountyheritagepark,"Tuesday through Saturday, 10:00 a.m. to 2:00 p.m.","Adults: $5, ages 12 and under: $3.",1975,True,False,False,False,Recorded Texas Historic Landmark,11/07/2022 00:00:00,True
4200000409,409,Southwest Dairy Museum,PO Box 936,Sulphur Springs,75482,1210 Houston Street Sulphur Springs 75482,Sulphur Springs,75482,Hopkins,112,903 439-6455,jwikel@southwestdairyfarmers.com,www.southwestdairyfarmers.com/pages/museum,"Monday through Friday, 9:00 a.m. to 4:00 p.m.",Free,1991,False,False,False,False,,09/01/2021 00:00:00,True
4200000410,410,Pioneer City County Museum,610 East 3rd Street,Sweetwater,79556,610 East 3rd Street Sweetwater 79556,Sweetwater,79556,Nolan,177,325 235-8547,sweetwaterpioneermuseum@gmail.com,www.pioneermuseumtx.org,"Tuesday through Friday, 1:00 to 4:00 p.m. Saturday, 11:00 a.m. to 3:00 p.m.",Free,1967,True,False,False,False,Recorded Texas Historic Landmark,08/11/2021 00:00:00,True
4200000411,411,Blackland Museum,301 Green Avenue,Taft,78390,301 Green Avenue Taft 78390,Taft,78390,San Patricio,205,361 528-2206,info@blacklandmuseum.com,www.blacklandmuseum.com,"Thursday and Friday, 10:00 a.m. to 5:00 p.m. Saturday, 10:00 a.m. to 4:00 p.m.",Free,1986,False,False,True,False,Subject Marker,05/08/2019 00:00:00,True
4200000415,415,Temple Railroad and Heritage Museum,315 W. Ave B,Temple,76501,315 W. Ave B Temple 76501,Temple,76501,Bell,14,254 298-5450,arichardson@templetx.gov,https://www.templeparks.com/facilities___rentals/temple_railroad___heritage_museum/index.php,Tuesday through Saturday 10 a.m. to 4 p.m.,"Adults: $4, seniors: $3, children: $2, ages 5 and under: free. Active duty military is free",1973,False,False,False,False,,03/15/2024 00:00:00,True
4200000418,418,Texarkana Museum of Regional History,219 North State Line Avenue,Texarkana,75501,219 North State Line Avenue Texarkana 75501,Texarkana,75501,Bowie,19,903 793-4831 ex. 101,morh@texarkanamuseums.org,www.texarkanamuseums.org,"Tuesday through Saturday, 10:00 a.m. to 5:00 p.m. Sunday, 1:00 to 5:00 p.m.","$5 admission, ages 3 and under: free.",1971,True,True,False,False,"Recorded Texas Historic Landmark, National Register of Historic Places",08/08/2021 00:00:00,True
4200000419,419,Texas City Museum,409 6th Street North,Texas City,77590,409 6th Street North Texas City 77590,Texas City,77590,Galveston,84,409 229-1660,avance@texas-city-tx.org,www.texascitytx.gov/476/Museum,"Tuesday through Saturday, 10:00 a.m. to 4:00 p.m.","Adults: $7, seniors: $5, students: $4, ages 6 and under: free",1994,False,False,False,False,,08/13/2021 00:00:00,True
4200000422,422,Tomball Museum Center,P.O. Box 457,Tomball,77377,510 N Pine Street Tomball 77377,Tomball,77377,Harris,101,281 255-2148,tomballmc.webmaster@gmail.com,www.tomballmuseumcenter.com,"Sunday, 2:00 to 4:00 p.m. Wednesday and Saturday, 10:00 a.m. to 2:00 p.m.",$5.00,1961,False,False,False,False,,08/08/2021 00:00:00,True
4200000423,423,Swisher County Museum,127 SW 2nd Street,Tulia,79088,127 SW 2nd Street Tulia 79088,Tulia,79088,Swisher,219,806 995-2819,,www.swishercountymuseum.org,"Tuesday through Thursday, 9:00 to 11:00 a.m. and noon to 4:00 p.m.",Free,1965,True,False,True,False,"Recorded Texas Historic Landmark, Subject Marker",09/28/2023 00:00:00,True
4200000435,435,Red River Valley Museum,4600 College Drive,Vernon,76384,4600 College Drive Vernon 76384,Vernon,76384,Wilbarger,244,940 553-1848,rrvm1@yahoo.com,www.rrvmuseum.net,"Tuesday through Friday, 10:30 a.m. to 4:30 p.m. Saturday, 10:30 a.m. to 2:30 p.m. Cllosed on Sunday","Adults: $10, children: $5.",1965,False,False,False,False,,10/08/2024 00:00:00,True
4200000439,439,Dr Pepper Museum,300 S 5th Street,Waco,76701,300 S 5th Street Waco 76701,Waco,76701,McLennan,161,254 757-1025,joy@drpeppermuseum.com,www.drpeppermuseum.com,"Monday through Saturday, 10:00 a.m. to 5:30 p.m. Sunday, noon to 5:30 p.m.","Adults: $10, seniors and military: $8, students and children: $6, ages 4 and under: free.",1989,False,True,False,False,National Register of Historic Places,11/29/2022 00:00:00,True
4200000444,444,Mayborn Museum Complex,One Bear Place #97154,Waco,76798,1300 S University Parks Drive Waco 76798,Waco,76798,McLennan,161,254 710-1110,anita_benedict@baylor.edu,www.baylor.edu/mayborn,"Monday Saturday, 10:00 a.m. to 5:00 p.m. Sunday, 1:00 to 5:00 p.m.",See museum webpage for admission prices.,2004,False,False,False,False,,08/12/2021 00:00:00,True
4200000445,445,Texas Ranger Hall of Fame and Museum,100 Texas Ranger Trail,Waco,76706,100 Texas Ranger Trail Waco 76706,Waco,76706,McLennan,161,254 750-8631,info@texasranger.org,www.texasranger.org,"Daily, 9:00 a.m. to 5:00 p.m.","Adults: $8, seniors and military: $7, children: $4, ages 5 and under: free.",1968,False,False,False,False,,08/13/2021 00:00:00,True
