Cid,Title,County,CountyId,City,Address,Zip,CurrentUse,Owner,ServiceDates,ConstructionDate,Architect,Contractor,Style,SQFTAPPROX,Rthl_Text,Rthl,SAL_Text,Sal,NRDISTRICT,NRINDIV,Nr,HD_Eligible,Description,SubstantialMod,COVEXP,FEDGRANTPR,FEDGRANTYR,STGRANTPROJ,STGRANTAMT,STGRANTYR,HISTSTRURE,HSR_AUTHOR,MASTERPLAN,MP_AUTHOR,HABS,SERIAL_,POP1995EST,Easement,Easement_Executed,Easement_Expiration,Master_Plan,Architect_Firm,Bibliography,Construction_Docs,Interior_Images,Atlas_Number
2303,Cochran County Courthouse (1926),Cochran,40,Morton,"100 N. Main Street, Morton TX 79346",,Active Courthouse,County,,1926,"1926 W. R. Kaufman/1968 Stiles, Roberts and Messersmith",,Renaissance Revival/Modern,0,,False,,False,,,False,False,"The original red brick and limestone Classical Revival style courthouse was altered in 1968 with orange brick, aluminum panels and glass to the current Modern style.","-3-story, brick and aluminum, rectangular structure with fake windows on the first floor and metal brie sole on the top level.  Complete change of character as result of 1968 remodeling.-Elevator",,,,,,,,,,,,0,,,,,False,,,,,4302002303
2304,Coke County Courthouse (1889),Coke,41,Hayrick,,,Burned 1890,,,1889,,,,0,,False,,False,,,False,False,Two story frame construction,1890: destroyed by fire.,,,,,,,,,,,,0,,,,,False,,,,,4302002304
2305,Coke County Courthouse (1891),Coke,41,Robert Lee,,,Demolished 1955,na,,1891,,"Martin, Byrnes & Johnson",,0,,False,,False,,,False,False,"The Ruffini Collection in San Angelo holds an undated copy of courthouse specifications for the Coke County Courthouse in Robert Lee, Texas identifing Oscar Ruffini as the ""architect & superintendent"".  The 1889 courthouse was located in Hayrick so these specifications could only be for the 1891 courthouse, if in fact this Ruffini design was even constructed.  The 1891 building was Second Empire Style as was typical for Ruffini at that time but looks ""blocky"" and may have had an a-typical (for Oscar Ruffini) central tower.  There is, however, a section by F. E. Ruffini through an unidentified courthouse with a central tower in the collection as well. Constructed of stone quarried from Haydrick Mountain",1954: demolished for new courthouse.,,,,,,,,,,,,0,,,,,False,(of San Angelo) - attributed,"The Ruffini Collection in San Angelo holds an undated copy of courthouse specifications for the Coke County Courthouse in Robert Lee, Texas identifing Oscar Ruffini as the ""architect & superintendent"".  ",,,4302002305
2306,Coke County Courthouse (1956),Coke,41,Robert Lee,"13 E 7th Street, Robert Lee TX 76945",,Active Courthouse,County,,1956,Wyatt C. Hedrick and Harry Weaver,Suggs Construction Company,Modern Style,0,,False,,False,,,False,False,"Constructed of buff brick, concrete and aluminum in the Modern stsyle, including a concrete gridded window screen.",,,,,,,,,,,,,0,,,,,False,,,,,4302002306
2308,Coleman County Courthouse (1884),Coleman,42,Coleman,"102 W. Liveoak Street, Coleman TX 76834",,Active Courthouse,County,,1884,1884 W. W. Dudley/1952 Wyatt  C. Hedrick,Smith & Butler/Quille Construction Company,1884 Second Empire/1952 Modern Style,0,,False,,False,,,False,False,"The 1952 Modern design completely conceals the original 1884 Second Empire design. Constructed of beige brick and limestone in the Modern style with full height limestone window surround flanking a central limestone panel entry bay. ",1952: Building completely renovated and all historic character removed.Wyatt Hedrick was the architect for the remodeling.,,,,,,,,,,,,0,,,,,True,,,,"Commissioner's Courtroom / Law Library 1920 ABT (Commissioner, Combined use space?) A History of Coleman County and its People, Vault? 1920 ABT A History of Coleman County and its People",4302002308
2309,Collin County Courthouse (1846),Collin,43,Buckner,,,,,,1846,,,"vernacular ",,,False,,False,,,False,False,"vernacular, log cabin, ",,,,,,,,,,,,,0,,,,,False,,,,,4302002309
2310,Collin County Courthouse (1848),Collin,43,McKinney,,,,,,1848,,,,,,False,,False,,,False,False,"frame, ",,,,,,,,,,,,,0,,,,,False,,,,,4302002310
2311,Collin County Courthouse (1859),Collin,43,McKinney,,,,,,1859,,,,,,False,,False,,,False,False,"stone, ",,,,,,,,,,,,,0,,,,,False,,,,,4302002311
2314,Collin County Courthouse (1979),Collin,43,McKinney,,,Demolished 2009,county,,1979,,,Modern Style,0,,False,,False,,,False,False,"multi-story, brick",,,,,,,,,,,,,0,,,,,False,,,,,4302002314
26,Collin County Courthouse (1874),Collin,43,"McKinney       ","111 N. Tennessee Street, McKinney TX 75069",,Community Center,City,"1874-1979    ",1874,"Charles Wheelock - 1874/W.A. Peters - 1927                                          ","O.J. King-1874, A.J. Rife-1927                         ","1874 Second Empire/1927 Classical Revival                                           ",0,"SM   ",True,,True,"1983 ","no   ",False,False,"The original Second Emppire design was heavily altered in 1927 when the mansard roof, bracketed cornice  and towere were removed and the double arched windows changed to single rectangular opening. Constructed of buff brick and limestone, the current design includes columned entries on the original Victorian tower bays.  ","1927 drastic modifications removed Second Empire elements including mansard roofs, wrought iron spires, and windows.  Alterations by W.A. Peters.Exterior restored in 1983.  Abandoned in 1979.1996: Leased by the city of McKinney",,,,,0,,1989,"The Williams Company                            ","1989      ","The Williams Company                            ",,86,,,,,True,,,commissioner's court minutes (THCPP MP - copy),,4302000026
3033,Collin County Courthouse (2007),Collin,43,McKinney,,,Active Courthouse,County,,2007,PGAL,,,0,,False,,False,,,False,False,,,,,,,,,,,,,,,,,,,False,,,,,4302003033
3,Collingsworth County Courthouse (1931),Collingsworth,44,Wellington,"800 West Ave., Wellington TX 79095",79095,"Active Courthouse ","County    ",,1931,"Berry & Hatch                                                                       ",,"Art Deco                                                    ",,,False,,False,,"no   ",False,False,"Constructed of rough, brown brick and limestone with carved limestone details in the Art Deco style. ",,,,,,0,,,,,,,88,,,,,False,Berry & Hatch,"Early Modernistic County Courthouses of the State of Texas, A Reflection on the Style of Art Deco, by Ronald Mark Clements, thesis, UT, 1994",,,4302000003
2315,Collingsworth County Courthouse (1893),Collingsworth,44,Wellington,,,,,,1893,,,,,,False,,False,,,False,False,"Despite much protest from citizens, this $31,000 brick courthouse was built and included a tower and spire and a balcony which afforded a wonderful view. It was razed when construction was begun on the 1931 courthouse.",,,,,,,,,,,,,0,,,,,False,,,,,4302002315
2317,Colorado County Courthouse (1836),Colorado,45,Columbus,,,,,,1836,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302002317
2318,Colorado County Courthouse (1847),Colorado,45,Columbus,,,,,,1847,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302002318
2319,Colorado County Courthouse (1855),Colorado,45,Columbus,,,,,,1855,,,,,,False,,False,,,False,False,Sandstone and concrete structure was torn down in order for the present courthouse to be built.,,,,,,,,,,,,,0,,,,,False,,,,,4302002319
4,Colorado County Courthouse (1891),Colorado,45,Columbus,"400 Spring St, Columbus, TX 78934",78934,"Active Courthouse ","County    ","1891-present ",1891,"Eugene T. Heiner                                                                    ","Martin, Byrne & Johnston                               ","1891 Renaissance Revival/1909 Classical Revival                                         ",22392,"1976 ",True,"1981 ",True,"1978 ","1976 ",True,False,"In 1909, gabled roofs and a central domed copper cupola replaced the original hipped and gabled roof and tall, square tower of the 1891 Renaissance Revival courthouse following a tornado. Constructed of buff brick with limestone, brick and copper details, including a bracketed copper cornice, limestone quoining and ornamental brickwork.","1909: The original clock tower and part of the roof blown off in a  hurricane and were replaced with the present copper dome in a Classical style. Architect was F. S. Glover.1939:  WPA project created basement around the original footings.1951:  Two one-story additions were made to the south of the building.  Acoustical tile covered the stained glass dome of the District Courtroom, portions of the walls, plaster moldings were removed, and the purled pine woodwork was stained dark.1960: Ceiling tile was replaced in the District courtroom, and the stained glass dome was disassembled and stored in the attic.1972: Elevator replaced1981: Courtroom restored with the glass dome intact.","2007 ","Roof and gutter work, Historic Structure Report.                                                                        ","1978 ","Repair of 4/23/81 storm damage to clay tile roof.                                                                       ",13679,"1982        ",1978,"Arthur J. Willrodt,  et.al.                     ",,,"1993         ",89,,Easement,03/08/2010 00:00:00,perpetuity,True,,"""The Architecture of Eugene T. Heiner (1852-1901)' - unpublished study by David C. Bucek ","HABS Plans 1993 (Library of Congress), WPA records plan 1934 ABT (UT Center for American History)","County Clerk's Office 1900 ABT Nesbit Library, Columbus; District Clerk's Office 1925 ABT Nesbit Library, Columbus; District Clerk's Office 1925 ABT Nesbit Library, Columbus",4302000004
5,Comal County Courthouse (1898),Comal,46,New Braunfels,"100 N Seguin Ave, New Braunfels, TX 78130",,"Active Courthouse ","County    ","1898-present ",1898,"J. Riely Gordon                                                                     ","Fischer & Lambie, Austin                               ","Romanesque Revival                                          ",,"1993 ",True,"1981 ",True,,"1976 ",True,False,"Designed by renowned courthouse architect J. Riely Gordon in the Romanesque Revival style and constructed of limestone with pink granite details and an open central square tower with a flat parapet. The courthouse features heavy, rounded arches, four quarter circle two-story arched entry porches, and a gray standing seam metal roof.","1930: jail addition constructed-Roof replaced-Remodeled by architect Schmidt in 1966: aluminum and glass doors replaced original wooden doors, NW, NE, and SE entrances modified.-Elevator replaced1986: Courthouse annex built adjacent to the old building and a pedestrian bridge was built linking the third floor of each building.",,,,,0,,,,,,"TX-3426      ",91,,Easement,04/14/2010 00:00:00,perpetuity,True,,"The People's Architecture ",WPA records plan 1934 ABT (UT Center for American History),District Courtroom 1930 ABT (Not orig - redecorated) photo courtesy of Gil Kent (512)328-6164; District Courtroom from Balcony (original plan configuration) September 1929 Institute of Texan Culture L-0725; District Courtroom 1933 (Not orig - redecorated); District Courtroom from back of audience (original plan configuration) September 1929 Institute of Texan Culture L-0725,4302000005
2320,Comal County Courthouse (1859-1860),Comal,46,New Braunfels,,,gone,na,,1859-1860,William C. A. Thielepape,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,(of San Antonio),article based on New Braunfels Hearald Zeitung archives (copy in THC Comal County Courthouse files),,,4302002320
2324,Comanche County Courthouse (1876),Comanche,47,Comanche,,,gone / burned,na,,1876,,Martin & Moodie,Greek Revival?,,,False,,False,,,False,False,"Red brick with cut stone trim, two story topped with dome.  Building was 40'x60'.",1890: demolished for new courthouse.,,,,,,,,,,,,0,,,,,False,Martin & Moodie,"The People's Architecture ",,,4302002324
2325,Comanche County Courthouse (1890),Comanche,47,Comanche,,,gone,,,1890,,,Renaissance Revival,,,False,,False,,,False,False,Victorian era courthouse with clock tower atop three-storey building of hewn stone.  Statue of Justice topped the tower.,1939: demolished for new courthouse.,,,,,,,,,,,,0,,,,,False,Larmour &  Watson,"The People's Architecture, Gone From Texas ",,,4302002325
6,Comanche County Courthouse (1939),Comanche,47,Comanche,"101 W Central Ave., Comanche TX 76442",76442,"Active Courthouse ","County    ",,1939,"Wyatt C. Hedrick                                                                    ","Tom Pate, assisted by E.E. Gage, Comanche;  WPA        ","Moderne                                                     ",0,"     ",True,,False,,"no   ",False,False,"Constructed of local limestone in the Moderne style with an ashlar pattern, handcarved ornament, and bullnose limestone window and door surrounds. A wide entry porch with a limestone rail sits in front of the central three-story bay which includes full height window bays surrounded by bullnose limestone trim and ornamental limestone spandrels.",,,,,,0,,,,,,,95,,,,,True,,"The People's Architecture, Early Modernistic County Courthouses of the State of Texas, A Reflection on the Style of Art Deco, by Ronald Mark Clements, thesis, UT, 1994",,,4302000006
22,Comanche County Courthouse (1856),Comanche,47,"Comanche ",,,"Museum            ",Non-Profit,"1856-59      ",1856,Unknown,,"Folk form log cabin                                         ",0,"1965 ",False,,False,,"no   ",False,False,"Hand-hewn log construction 12'-10' x 12'-7' and walls 7'-0' tall. The building had a board 'side room' and one stone chimney. The building served as the courthouse for approximately two years. In 1858, Hamilton County was formed from parts of Comanche leaving Cora on the southern edge of the county. In 1859 a new seat of government, Comanche, was created near the center of the county. The log courthouse remained on the square and was used as a residence until 1880 when it was purchased by the Mason family and moved to a new location in Cora where it was incorporated into a larger residence. The structure was modified into a 'dog-trot' plan, with the old courthouse serving as the westernmost room and a breeze-way and slightly larger log room constructed on the east. A second chimney was also added, as well as several additional board 'side rooms'. By 1938, the town of Cora was virtually gone and the Mason House had fallen into severe disrepair. It was purchased that year and moved Lake Eanes where it's new owners hoped to rehabilitate the building and open it to the public. Unfortunately, several modifications were made to the structure without proper documentation, leaving many aspects of the building's 1880's appearance unknown. The rehabilitation of the Mason house was never completed, and by 1963 the building was once again in a state of disrepair. It was purchased by A.P. Burks, who moved it to Comanche. In 1983 the building was moved once again. The 'Old Cora Commission' purchased the building and moved it to the courthouse square in Comanche for use as a museum. It remains there today.","1985:Moved to town square in Comanche and used as museum.- ISTEA Grant - building of an arbor, cement picnic tables, and wheelchair passages to Old Cora; construct and landscape sidewalk separating the square and surrounding highways and streets; addition of plants and an irrigation system. Completed in August 1997. ",,,,,0,,,,,,,92,,,,,False,,"The People's Architecture ",,,4302000022
7,Concho County Courthouse (1886),Concho,48,"Paint Rock     ","152 N Roberts Ave, Paint Rock, TX 76866",,"Active Courthouse ","County    ","1886-present ",1886,"F. E. Ruffini                                                                       ","Kane and Cormack, Lampasas                             ","Second Empire                                               ",,"1962 ",True,"1981 ",True,,"1977 ",True,False,"Constructed of limestone in the Second Empire style with sheet metal details, including a wide sheet metal cornice carried on ornamental brackets, pediments and mansard roofs with decorative ocular windows and highly ornamental cresting. Flat limestone quoins, bands and window surrounds contrast the field of rusticated limestone walls.",-Rehabilitated in 1975.  -Installed elevator 1993.,,,,,0,,,,,,"TX-3427      ",98,,,,,True,,,,,4302000007
2327,Concho County Courthouse (1849),Concho,48,Paint Rock?,,,,,,1849,R.  M. Cushman,R. M. Cushman,,,,False,,False,,,False,False,"20' x 36' x 10', ",,,,,,,,,,,,,0,,,,,False,,,,,4302002327
2328,Concho County Courthouse (1879),Concho,48,Paint Rock,,,,,,1879,,,,,,False,,False,,,False,False,"Concho County was formed in 1858 from Bexar County.  However, the area was still governed out of McCulloch County until 1879 when there were finally enough voters to officially organize Concho County. Paint Rock was chosen as the county seat, and in August of 1879, the contract for the county's first courthouse was given to R. W. Cushman for $500.  This building was described as a twenty by thirty six foot structure with ten foot ceilings; it was made of rough pine lumber with a cypress shingle roof.  The space was divided into five rooms, with one main room, which measured sixteen by twenty, and four small 'offices' created by four foot high partitions.  A safe was bought in 1882, and a well was ordered for the public square in 1883.  This structure was used until 1885, when the county decided to build a larger courthouse. It was sold for $51.00 and dismantled.",,,,,,,,,,,,,0,,,,,False,,,,,4302002328
2330,Cooke County Courthouse (1850),Cooke,49,Gainsville,,,gone / demolished by steer!,na,,1850,,Alexander Boutwell & S. D. Brown (co. officials),"vernacular ",,,False,,False,,,False,False,"log construction 16' square. cost $29.00dirt floor and no chimneyfrom Welch: it 'perished, accordin to W. R. Strong, when Ôin fly time Uncle Jim Dixon's old steer went in it for shelter and when he tried to get out he ran against one corner of it and tore it down.'''Stood on the south side of the square, was sixteen feet square, eight feet high, with a dirt floor, made of logs, and had a board roof. The Commissioner's Court accepted the structure on Septemebr 23, 1850 and records show that on February 17, 1851 S. D. Brown received $29.00 in payment for building the structure.'  Komatsu Master Plan.",demoolished (by a steer?),,,,,,,,,,,,0,,,,,False,,,,,4302002330
2331,Cooke County Courthouse (1853),Cooke,49,Gainsville,,,gone / burned,na,,1853,,,,,,False,,False,,,False,False,"wood frame construction, 26'x30'two windows in each end and a door on either side; lumber from Jefferson,; $300'Cooke County's second courthouse, erected in 1853 was a one-story Ôgood frame building' nine feet high, twenty six feet wide, and thirty feet long. It had a door on either side and two windows in each end with twelve lights, complete with a floor laid down loose. Built with lumber freighted by ox teams from Jefferson, Texas, this building cost three hundred dollars and was eventually destroyed by fire. ' Komatsu Master Plan","1858 burned ",,,,,,,,,,,,0,,,,,False,,,,,4302002331
2332,Cooke County Courthouse (1880),Cooke,49,Gainsville,,,gone / burned 1909,na,,1880,,,,,,False,,False,,,False,False,"stone, 2 story, ",,,,,,,,,,,,,0,,,,,False,,,,,4302002332
52,Cooke County Courthouse (1911),Cooke,49,"Gainesville    ","100 S. Dixon Street, Gainesville TX 76240",76240,"Active Courthouse ","County    ","1911-present ",1911,"Otto H. Lang and Witchell, Dallas and J. G. Garrett and H. L. Collins, Gainesville          ","M. P. Kelley, Gainsville                               ","Beaux Arts                                                  ",0,"1988 ",True,"1994 ",True,,"1993 ",True,False,Constructed of buff brick and limestone in the Beaux Arts style with a carved limestone cornice and cartouches decorating the entablature. The base of the building features limestone in segmented flat arches and deep joints between courses. A shallow portico with double height ionic columns sits over the central arched entry loggias. The building is topped by a central clock tower and copper dome.,-Elevator added and substantial interior remodeling completed.,,,,,0,,,,"1990      ","Albert S. Komatsu & Assoc.                      ",,102,,Easement,03/10/2008 00:00:00,perpetuity,True,Lang & Witchell (Otto H. Lang & Frank O. Witchell of Dallas),"The People's Architecture ","commissioner's court minutes (THCPP MP - copy), plans (THCPP MP - copy)","District Courtroom (5 photos) abt 1960, County Ag Extension Office abt 1960, office ca 1940, office with vault abt 1970 ",4302000052
53,Coryell County Courthouse (1897),Coryell,50,"Gatesville     ","620 E Main St, Gatesville, TX 76528",,"Active Courthouse ","County    ","1898-present ",1897,"Wesley C. Dodson                                                                         ","Tom Lovell                                             ","Beaux Arts with Romanesque influences                      ",,2012,True,"1981 ",True,,"1977 ",True,False,"Constructed of rusticated limestone with dark red sandstone bands, columns and details in the Beaux Arts style with Romanesque influences. The entablature features a bracketed sheet metal cornice, and the entry loggia is topped with a shallow double height collanade. Four corner pavilions are flanked by double height corinthian pilasters and crowned by semi-spherical sheet metal domes. A central hexagonal domed cupola rises above gable and hipped roofs.",1962: interior renovations-Substantial renovations in 1987-elevator and handicap accessibility added in 1987 by The Williams Co.,,,,,,,,,,,,,,,,,,,"The People's Architecture ","? 1897 document by W. C. Dodson reportedly at THC, WPA records plan 1934 ABT (UT Center for American History)",,4302000053
2334,Coryell County Courthouse (1868),Coryell,50,Gatesville,,,,,,1868,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302002334
2335,Coryell County Courthouse (1872),Coryell,50,Gatesville,,,gone,,,1872,,,Greek Revival?,,,False,,False,,,False,False,"square-plan, 2 story, limestone",,,,,,,,,,,,,0,,,,,False,,"The People's Architecture, Gone From Texas ",,,4302002335
2337,Cottle County Courthouse (1893),Cottle,51,Paducah,,,,,,1893,,,,,,False,,False,,,False,False,"brick courthouse costing $18,000 torn down as construction began on 1930 courthouse",,,,,,,,,,,,,0,,,,,False,,,,,4302002337
54,Cottle County Courthouse (1930),Cottle,51,"Paducah        ","815 9th Street, Paducah TX 79248",76856,"Active Courthouse ","County    ",,1930,"Voelcker & Dixon                                                                    ",,"Moderne with Art Deco Details                                                ",,"     ",True,,True,,"no   ",True,False,Constructed of light orange brick in the Moderne style with cast metal screens and terracotta details influenced by Art Deco. The entry bay is reminescent of an Egyptian pylon and an ornamental frieze decorates each parapet.,"- ISTEA Grant - painting, cleaning and preservation of exterior. Work began August 1997. ",,,,,0,,,,,,,104,,,,,False,Voelcker & Dixon,"The People's Architecture , Early Modernistic County Courthouses of the State of Texas, A Reflection on the Style of Art Deco, by Ronald Mark Clements, thesis, UT, 1994",,,4302000054
2339,Crane County Courthouse (1927),Crane,52,Crane,,,Gone,county,,1927,,,Mission style,0,,False,,False,,,False,False,Labeled 1939 TxDoT photo is only source of info on this courthouse.,,,,,,,,,,,,,0,,,,,False,,,,,4302002339
2340,Crane County Courthouse (1948),Crane,52,Crane,"201 W. 6th Street, Crane TX 79731",,Active Courthouse,County,,1948,"1948 Consolidated Architects & Engineers/1958  Groos, Clift & Ball","1948 G&E Construction/1958 A. P. Kasch & Sons, Contractor",,0,,False,,False,,,False,False,Constructed in the Modern style of light orange brick. A horizontal mass with alternating vertical glass and metal panel window bays sits behind a large wavy overhang that protects an aluminum and glass storefront entrance.,1958: remodeled	,,,,,,,,,,,,0,,,,,False,"Groos, Clift & Ball",,,,4302002340
2341,Crockett County Courthouse (1891),Crockett,53,Ozona,,,,,,1891,,,,,,False,,False,,,False,False,Two-story frame structure with green venetian shutters.,became a school after the new courthouse was built.,,,,,,,,,,,,0,,,,,False,,,,,4302002341
55,Crockett County Courthouse (1902),Crockett,53,"Ozona          ","909 Ave. D, Ozona TX 76943",,"Active Courthouse ","County    ",,1902,"Oscar Ruffini                                                                       ","Charles Schumm                                         ","Second Empire                                               ",,"1966 ",True,"1981 ",True,,"1974 ",True,False,"Constructed of rusticated limestone with sheet metal and stone details in the Second Empire style. The building features rounded arch windows and shallow single-story entry porticos with small limestone columns. Four prominent corner pavilions are caped with ornamental sheet metal entablatures, pyramidal roofs and finials. A single cupola with ocular windows and cresting sits at the front of the main entry bay. ",-1995 - Elevator added?,,,,,0,,,,,,,106,,,,,True,,"The People's Architecture .  ""F. E. and Oscar Ruffini, Texas Architects, 1877-1917"" dissertation in history by Susan Jean Dickey, Texas Tech University, 1993.","plans (THCPP MP - copy, THC flat files - copy)",,4302000055
56,Crosby County Courthouse (1914),Crosby,54,"Crosbyton      ","201 W. Aspen Street, Crosbyton TX 79322",,"Active Courthouse ","County    ",,1914,"W.H. Waller                                                                         ",,"Classical Revival                                           ",,"SM   ",True,,False,,"no   ",False,False,"Constructed in the Classical Revival style of yellow brick with cast stone and sheet metal details. Double height ionic columns support a double height entry portico capped with a banded brick entablature and dentiled pediment. ",,,,,,0,,,,,,,107,,Easement,12/04/2000 00:00:00,perpetuity,True,,,commissioner's court minutes (THCPP MP - copy),"Tax office (1915 ca) Helpful Hints on Titles and Tags ",4302000056
2343,Crosby County Courthouse (1887),Crosby,54,Estacado,,,,,,1887,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302002343
2344,Crosby County Courthouse (1891),Crosby,54,Emma,,,Moved to Cedric,,,1891,Unknown,,"vernacular ",0,,False,,False,,,False,False,The courthouse was moved from Estacado.,"vernacular, frame, 2 story",,,,,,,,,,,,0,,,,,False,,,,,4302002344
2346,Culberson County Courthouse (1912),Culberson,55,Van Horn,,,,,,1912,E.  E.  Churchill,,Classical Revival and Mission Revival,,,False,,False,,,False,False,"Sandstone pilasters, columns, and balustrade of classical detail, with curved Mission Style parapet.  Interior pressed metal ceiling. ",,,,,,,,,,,,,0,,,,,False,(of Fort Worth),"The People's Architecture ",,,4302002346
238,Culberson County Courthouse (1964),Culberson,55,Van Horn,"300 La Caverna St. Ave., Van Horn TX 79855",,Active Courthouse,County,,1964,"Pierce, Norris & Pace & Associates",,Modern,0,,True,,False,,,False,False,"Single story buff brick building with a deep overhang and low slope roof. ","1962 - Clock tower and upper floor removed, wings added to north and south sides.  Dramatically altered by Architects Rittenberry & Rittenberry with Timmons Construction Co. as the contractor.  State financed marker rejected.",,,,,,,,,,,,0,,,,,False,"Pierce, Norris, Pace & Associates","The People's Architecture ",,,4302000238
2348,Dallam County Courthouse (1891),Dallam,56,Texline,,,,,,1891,,W. M. Andrews and R. J. Tofflemire,,,,False,,False,,,False,False,"$2,664, building was reportedly still standing in 1970, two story, wood frame",,,,,,,,,,,,,0,,,,,False,,,,,4302002348
2349,Dallam County Courthouse (1903),Dallam,56,Dalhart,,,,,,1903,,John A. White (of  Vernon),,,,False,,False,,,False,False,"postcard in photo archives, a more complete version of the picture in NR folderWhen the building was contracted it was to be built of brick with stone trimming. Cost $14,375.",,,,,,,,,,,,,0,,,,,False,,,,,4302002349
57,Dallam County Courthouse (1923),Dallam,56,"Dalhart        ","414 Denver Ave., Dalhart TX 79022",79022,"Active Courthouse ","County    ",,1923,"Smith & Townes                                                                       ","A.F. Stewart Construction Co.                          ","Classical Revival                                           ",0,"     ",True,,False,,"1992 ",True,False,"Constructed of dark brick and limestone with a decorative parapet capped with limestone and an ornamental entablature that includes a dentiled cornice. Ionic columns support a large double height entry portico and smaller balconies on secondary facades. Brick pilasters create bays of double-hung windows. ","Annex completed in 1957.
Ramp and elevator added in 1987.                                                                                                                                                                                                   ",,,,,0,,,,"          ",,,111,,,,,False,,,,,4302000057
27,Dallas County Courthouse (1891),Dallas,57,"Dallas         ",,,"Vacant (1999)     ","County    ","1892-1990    ",1891,"Maximillian A. Orlopp Jr.                                                           ","Robert L. James/ M. A. Orlopp                          ","Romanesque Revival                                          ",,"yes  ",True,"1981 ",True,,"1976 ",True,False,"Large 3 1/2-story structure of red sandstone and rusticated blue granite. Castellated and Richardsonian influences; round arches. Features round turrets, an original square central tower, and terra cotta gargoyle acroteria.	","Clock and bell tower removed in 1919 due to structural weakness; major interior modifications in 1968 and 1978.  Exterior restoration in 1987, Dallas County government moved out in 1990.                                                                    ","2010 ",,,"Site regrading and drainage work, masonry repointing                                                                    ",17861,"1985        ",1980,"Dallas County Historical Commission             ",,,,117,,Easement,08/10/2004 00:00:00,8/10/2054,True,,,,,4302000027
2351,Dallas County Courthouse (1846),Dallas,57,Dallas,,,gone / burned1848,na,,1846,John Neely Bryan,,"vernacular ",,,False,,False,,,False,False,"10' x 10' log cabin erected by John Neely Bryan. Bryan later donated the land to the county and it remains the current courthouse square. This may not be the actual cabin. It is also unclear if the original cabin ever served as the courthouse. Some records indicate that this cabin burned in 1848 yet there is a ""John Neely Bryan"" cabin surviving that is alledged to be this structure.",Burned in 1848,,,,,,,,,,,,0,,,,,False,,,,,4302002351
2352,Dallas County Courthouse (1850),Dallas,57,Dallas,,,,,,1850,,,"vernacular ",,,False,,False,,,False,False,"County records list the specifications for this building as follows: 16 feet wide by 32 feet long, and nine feet between the floor and joists; to be well framed; the sills to be 8 inches thick by 10 inches wide and placed on blocks 18 inches long, put 12 inches in the ground; the plates to be 4 inches thick by 6 inches wide; the studding to be 4 inches thick; corner posts well braced; joists to be two feet apart, hewn or sawed straight on the under side; to be well covered with good shingles; the sleepers to be stout and 18 inches apart; the floors to be laid of good plank flooring well jointed; a partition wall to run across the center of the building; said partition and the outside walls to be weather-boarded up with four foot boards well shaved; with a good stone chimney, to be built in the center of the building, with a fire-place in each room; one door of the usual size in each room, well cased up with plank of proper thickness, with a good batten shutter to each door and a knob lock on each; two twelve-light windows in each room (one in the side and one in end); also one book-case in each room alongside the chimney, with various apartments sufficient to contain the books and papers of the two clerks' offices of the county. (Memorial and Biographical History, 1892)(Dallas Rediscovered lists this courthouse as a double log cabin which was dismantled in 1857. The reason for the discrepancy is not yet known.)	Vernacular, sawn plank structure with stick and mud chimney.
",,,,,,,,,,,,,0,,,,,False,,,,,4302002352
2353,Dallas County Courthouse (1855),Dallas,57,Dallas,,,gone,na,,1855,,,Greek Revival?,,,False,,False,,,False,False,"The contract for this building's construction was let to Moore and Wilkes in October, 1855, at a price of $7,400.00. It 'provided for a building to be built of the best brick that could be manufactured in this county. In dimension it was fifty feet square and two stories high, to be covered with the best quality of lead roofing, all wood used, to be pine, except the columns, sleepers and joists, which were to be of sound oak, and lintels, which were to be of good heart cedar. There was a brick chimney in each corner of the house, with a fire-place in each, three feet high and three feet wide. There were thirty two small windows, and four large windows, seven and one half by ten feet each; Four large doors seven and one half by ten feet each, the doors to be panelled and well finished. The building was to be painted white on the inside except the bar, jury box and clerk's desk, which were of a walnut color. John J. Good, James N. Smith and (Mr.) Jennings superintended the construction...'In 1871 the building was condemned as unsafe and sold for $465.00.",1860: damaged by fire,,,,,,,,,,,,0,,,,,False,,,,,4302002353
2354,Dallas County Courthouse (1872),Dallas,57,Dallas,,,gone / burned 2/3/1880 /part of 1881,na,,1872,,,Italianate,,,False,,False,,,False,False,"A two story structure built of local white limestone. The original contract was let to James Donegan. When he failed to fulfill his contract, he was paid for his work to date and relieved.Partially destroyed by fire in 1880, remodeled in 1881 by James Flanders (see additional database file).",,,,,,,,,,,,,0,,,,,False,,"The People's Architecture, Gone From Texas , Dallas Then and Now",,,4302002354
