SalID,Sal,Address,City,Zip,County,CountyId,Owner,Owner_Address,Owner_City,Owner_State,Owner_Zip,Owner_Phone,Trinomial,Modified_Date,Shipwreck,Building_Listed,Building_District,Structure_Listed,Structure_District,Site,Object,District,Atlas_Number,Historic,Prehistoric,PublicPrivate,Public_private,USGS_Map,USGS_Number,UTM_Datum,UTM_Zone,Acreage,Location_Note,Cultural_Affiliation,Sal_Group,Designation_date,Site_Description,Deed_Filed,Landowner_Notified,Marker_Placed,Location_Restricted,Notes,Archeological_General,Architectural_General,Nearest_City,NR,FullName
132,Concho County Courthouse,,Paint Rock,,Concho,48,County of Concho,P.O. Box 158,Paint Rock,TX,76866,,,11/10/2004 00:00:00,False,False,False,False,False,False,False,False,8200000183,False,False,Public,2,Paint Rock,3199-322,,14,,Public Square,,,01/01/1981 00:00:00,Historic Structure,False,True,False,False,,False,True,Paint Rock,True,Concho County Courthouse
133,Cooke County Courthouse,100 South Dixon Street,Gainesville,76240,Cooke,49,County of Cooke,"100 S. Dixon Street, Ste. 132",Gainesville,TX,76240,817-668-5435,,11/10/2004 00:00:00,False,False,False,False,False,False,False,False,8200000185,False,False,Public,2,Gainesville South,3397-412,,14,,City Center,"20th C. Government, built 1911",,01/01/1994 00:00:00,Historic Courthouse,False,True,False,False,,False,True,Gainesville,True,Cooke County Courthouse
134,Coryell County Courthouse,620 E. Main Street,Gatesville,76528,Coryell,50,County of Coryell,"620 E. Main Street, Room 102",Gatesville,TX,76528,,,11/10/2004 00:00:00,False,False,False,False,False,False,False,False,8200000186,False,False,Public,2,Gatesville East,3197-243,,14,,Public Square,,,01/01/1981 00:00:00,Historic Courthouse,False,True,False,False,,False,True,Gatesville,True,Coryell County Courthouse
135,Copperas Cove Stagestop and Post Office,,Copperas Cove,,Coryell,50,City of Copperas Cove,"914 South Main Street, Suite D",Copperas Cove,TX,76522,254/547-4221,,11/10/2004 00:00:00,False,False,False,False,False,False,False,False,8200000187,False,False,Public,2,Copperas Cove,3197-222,,14,,"1.6 miles southwest of Copperas Cove, off of U.S. Hwy 190",1875-1899,,01/01/1981 00:00:00,Historic Bldg.,False,True,False,False,,True,True,Copperas Cove,True,Copperas Cove Stagestop and Post Office
136,Crockett County Courthouse,907 Avenue D,Ozona,76943,Crockett,53,County of Crockett,P.O. Drawer 1857,Ozona,TX,76943,,,11/08/2004 00:00:00,False,False,False,False,False,False,False,False,8200000188,False,False,Public,2,Ozona,3001-413,,,,907 Ave. D,,,01/01/1981 00:00:00,Historic Structure,False,True,False,False,,False,True,Ozona,True,Crockett County Courthouse
137,Fort Lancaster State Historic Site,,Sheffield,,Crockett,53,Texas Historical Commission,P.O. Box 12276,Austin,TX,78711-2276,512/463-6100,41CX28,11/09/2010 00:00:00,False,False,False,False,False,False,False,False,8200000190,False,False,Public,2,Fort Lancaster,3001-313,NAD 27,14,,"8 miles East of Sheffield, Texas on US 290",1855-1875,,01/01/1983 00:00:00,Frontier Fort remains,False,True,False,False,,True,True,Sheffield,True,Fort Lancaster State Historic Site (41CX28)
140,Dallas County Courthouse,100 S Houston Street,Dallas,,Dallas,57,County of Dallas,411 Elm Street,Dallas,TX,75202,,,11/04/2004 00:00:00,False,False,False,False,False,False,False,False,8200000203,False,False,Public,2,Dallas,3296-331,,14,,Houston and Commerce Streets,,,01/01/1981 00:00:00,Historic Structure,False,True,False,False,museum,False,True,Dallas,True,Dallas County Courthouse
141,"Dallas ""Old"" City Hall",106 Harwood,Dallas,,Dallas,57,"City of Dallas, Sustainable Development and Construction Department","320 E. Jefferson Boulevard, Room 203",Dallas,TX,75203,214/948-4100,,11/04/2004 00:00:00,False,False,False,False,False,False,False,False,8200000204,False,False,Public,2,Dallas,3296-331,,,,Downtown Dallas,20th Century Texas,,01/01/1983 00:00:00,Historic Structure: Civic,False,True,False,False,In the Dallas Downtown Historic District,True,True,Dallas,True,"Dallas ""Old"" City Hall"
142,Degolyer Estate,8525 Garland Rd,Dallas,75218,Dallas,57,"City of Dallas, Sustainable Development and Construction Department","320 E. Jefferson Boulevard, Room 203",Dallas,TX,75203,214/948-4100,,07/28/2006 00:00:00,False,False,False,False,False,False,False,False,8200000205,False,False,Public,2,White Rock Lake,3296-342,,14,,8525 Garland Road,,,01/01/1983 00:00:00,,False,True,False,False,,True,True,Dallas,True,Degolyer Estate
143,Dallas Freeman's Cemetery,,Dallas,,Dallas,57,"City of Dallas, Sustainable Development and Construction Department","320 E. Jefferson Boulevard, Room 203",Dallas,TX,75203,214/948-4100,,11/04/2004 00:00:00,False,False,False,False,False,False,False,False,8200000206,False,False,Public,2,Dallas,3296-331,,,,Southwest corner of the intersection of Lemmon Ave. and U.S. 75,,,01/01/1990 00:00:00,Historic Cemetery,False,True,False,False,,True,True,Dallas,False,Dallas Freeman's Cemetery
144,Pan Am Building,1322 Admiral Nimitz Circle,Dallas,,Dallas,57,"City of Dallas, Parks and Recreation Department","1500 Marilla Street, Suite 6FN",Dallas,TX,75201,214/670-4100,,10/21/2005 00:00:00,False,False,False,False,False,False,False,False,8200000207,False,False,Public,2,Dallas,3296-331,,,,Texas Centennial Exposition Grounds (Fair Park),,Fair Park,01/01/1984 00:00:00,,False,True,False,False,Texas Centennial Exposition Grounds (Fair Park),False,True,Dallas,True,Pan Am Building
145,Christian Science Monitor/Education Bldg.,,Dallas,,Dallas,57,"City of Dallas, Parks and Recreation Department","1500 Marilla Street, Suite 6FN",Dallas,TX,75201,214/670-4100,,10/21/2005 00:00:00,False,False,False,False,False,False,False,False,8200000208,False,False,Public,2,Dallas,3296-331,,,,Texas Centennial Exposition Grounds (Fair Park),,Fair Park,01/01/1984 00:00:00,,False,True,False,False,Texas Centennial Exposition Grounds (Fair Park),False,True,Dallas,True,Christian Science Monitor/Education Bldg.
146,Cotton Bowl,3750 Midway Plaza,Dallas,75210,Dallas,57,"City of Dallas, Parks and Recreation Department","1500 Marilla Street, Suite 6FN",Dallas,TX,75201,214/670-4100,,10/21/2005 00:00:00,False,False,False,False,False,False,False,False,8200000209,False,False,Public,2,Dallas,3296-331,,,,Texas Centennial Exposition Grounds (Fair Park),,Fair Park,01/01/1984 00:00:00,,False,True,False,False,Texas Centennial Exposition Grounds (Fair Park),False,True,Dallas,True,Cotton Bowl
147,Centennial & Automobile Buildings,,Dallas,,Dallas,57,"City of Dallas, Parks and Recreation Department","1500 Marilla Street, Suite 6FN",Dallas,TX,75201,214/670-4100,,10/21/2005 00:00:00,False,False,False,False,False,False,False,False,8200000210,False,False,Public,2,Dallas,3296-331,,,,Texas Centennial Exposition Grounds (Fair Park),,Fair Park,01/01/1984 00:00:00,,False,True,False,False,Texas Centennial Exposition Grounds (Fair Park),False,True,Dallas,True,Centennial & Automobile Buildings
149,Dallas Aquarium,1462 First Avenue,Dallas,75210,Dallas,57,"City of Dallas, Parks and Recreation Department","1500 Marilla Street, Suite 6FN",Dallas,TX,75201,214/670-4100,,10/21/2005 00:00:00,False,False,False,False,False,False,False,False,8200000212,False,False,Public,2,Dallas,3296-331,,,,"Texas Centennial Exposition Grounds (Fair Park), 3800 Parry Avenue",,Fair Park,01/01/1984 00:00:00,,False,True,False,False,Texas Centennial Exposition Grounds (Fair Park),False,True,Dallas,True,Dallas Aquarium
150,Hall of State,"3939 Grand Avenue, Fair Park",Dallas,,Dallas,57,"City of Dallas, Parks and Recreation Department","1500 Marilla Street, Suite 6FN",Dallas,TX,75201,214/670-4100,,10/21/2005 00:00:00,False,False,False,False,False,False,False,False,8200000213,False,False,Public,2,Dallas,3296-331,,,,Texas Centennial Exposition Grounds (Fair Park),,Fair Park,01/01/1984 00:00:00,,False,True,False,False,Texas Centennial Exposition Grounds (Fair Park),False,True,Dallas,True,Hall of State
151,Dallas Union Terminal,Union Station,Dallas,,Dallas,57,"City of Dallas, Sustainable Development and Construction Department","320 E. Jefferson Boulevard, Room 203",Dallas,TX,75203,214/948-4100,,11/04/2004 00:00:00,False,False,False,False,False,False,False,False,8200000214,False,False,Public,2,Dallas,3296-331,,14,,400 S. Houston Street,,,01/01/1981 00:00:00,Historic Structure,False,True,False,False,,False,True,Dallas,True,Dallas Union Terminal
152,Majestic Theater,1925 Elm Street,Dallas,75201,Dallas,57,"City of Dallas, Sustainable Development and Construction Department","320 E. Jefferson Boulevard, Room 203",Dallas,TX,75203,214/948-4100,,11/04/2004 00:00:00,False,False,False,False,False,False,False,False,8200000215,False,False,Public,2,Dallas,3296-331,,14,,1925 Elm St.,,,01/01/1981 00:00:00,Historic Bldg.,False,True,False,False,,True,True,Dallas,True,Majestic Theater
153,Parlin and Orrendorff (Purse) Bldg.,601 Elm Street,Dallas,,Dallas,57,"Preserve Purse, LLC",1907 Marilla Street,Dallas,TX,75201-6217,,,11/04/2004 00:00:00,False,False,False,False,False,False,False,False,8200000216,False,False,Private,1,,,,,,601 Elm Street,1905,,05/17/1991 00:00:00,Historic Structure,False,True,False,False,Public to private; In the Westend Historic District,False,True,Dallas,True,Parlin and Orrendorff (Purse) Bldg.
154,Turtle Creek Pump Station,3630 Harry Hines Blvd.,Dallas,,Dallas,57,"City of Dallas, Sustainable Development and Construction Department","320 E. Jefferson Boulevard, Room 203",Dallas,TX,75203,214/948-4100,,11/04/2004 00:00:00,False,False,False,False,False,False,False,False,8200000217,False,False,Public,2,Dallas,3296-331,,,,3630 Harry Hines Blvd.,Victorian Texas 1909,,01/01/1983 00:00:00,Historic Structure; Industrial,False,True,False,False,,True,True,Dallas,True,Turtle Creek Pump Station
155,E.B. Black House,508 W. Third St,Hereford,,Deaf Smith,60,Deaf Smith County,235 East 3rd Street,Hereford,TX,79045-9045,806/363-7000,,12/07/2004 00:00:00,False,False,False,False,False,False,False,False,8200000218,False,False,Public,2,Hereford,3402-432,,13,,508 West Third St.,,,01/01/1981 00:00:00,historic bldg.,False,True,False,False,,False,True,Hereford,True,E.B. Black House
156,Denton County Courthouse,110 West Hickory Street,Denton,76201,Denton,62,County of Denton,"110 W. Hickory Street, 2nd Floor",Denton,TX,76201,,,12/07/2004 00:00:00,False,False,False,False,False,False,False,False,8200000220,False,False,Public,2,Denton West,3397-113,,14,,Public Square,,,01/01/1981 00:00:00,Historic Bldg.,False,True,False,False,,True,True,Denton,True,Denton County Courthouse
157,Dickens County Courthouse and Jail,,Dickens,,Dickens,63,County of Dickens,P.O. Box 179,Dickens,TX,79229,,,12/07/2004 00:00:00,False,False,False,False,False,False,False,False,8200000222,False,False,Public,2,,,,14,,Public Square,,,01/01/1981 00:00:00,Historic Bldg.,False,True,False,False,,False,True,Dickens,True,Dickens County Courthouse and Jail
158,Dimmit County Courthouse,303 South 5th Street,Carrizo Springs,78834,Dimmit,64,County of Dimmit,"103 North 5th Street, Ste. 6",Carrizo Springs,TX,78834,,,12/07/2004 00:00:00,False,False,False,False,False,False,False,False,8200000223,False,False,Public,2,Carrizo Springs East,,,14,,Public Square,,,01/01/1992 00:00:00,Historic Bldg.,False,True,False,False,,False,True,Carrizo Springs,True,Dimmit County Courthouse
160,Donley County Courthouse,300 S. Sully,Clarendon,79226,Donley,65,County of Donley,P.O. Box 909,Clarendon,TX,79226,,,12/07/2004 00:00:00,False,False,False,False,False,False,False,False,8200000225,False,False,Public,2,Clarendon,3400-333,,14,,Public Square,,,01/01/1981 00:00:00,Historic Bldg.,False,True,False,False,,False,True,Clarendon,True,Donley County Courthouse
162,White-Pool House,112 Murphy,Odessa,,Ector,68,Ector County,1010 East 8th Street,Odessa,TX,79761,432/498-4199,,12/07/2004 00:00:00,False,False,False,False,False,False,False,False,8200000227,False,False,Public,2,Odessa SE,3102-431,,13,,"112 East Murphy Street, Odessa",,,01/01/1981 00:00:00,Historic Structure,False,True,False,False,,False,True,Odessa,True,White-Pool House
163,Edwards County Courthouse & Jail,400 West Main Street,Rock Springs,78880,Edwards,69,County of Edwards,P.O. Box 348,Rock Springs,TX,78880,,,12/07/2004 00:00:00,False,False,False,False,False,False,False,False,8200000228,False,False,Public,2,Rock Springs,3000-112,,,,"NW corner of Main and Well Streets, Public Square",Late 19th C. American,,01/01/1983 00:00:00,Courthouse & Jail,False,True,False,False,,False,True,Rock Springs,True,Edwards County Courthouse & Jail
164,Ellis County Courthouse,,Waxahachie,75165,Ellis,71,County of Ellis,101 West Main Street,Waxahachie,TX,75165,,,12/07/2004 00:00:00,False,False,False,False,False,False,False,False,8200000229,False,False,Public,2,Waxahachie,3296-234,,,,"Waxahachie, Texas",Late 19th Century American,,01/01/1983 00:00:00,Courthouse,False,True,False,False,,False,True,Waxahachie,True,Ellis County Courthouse
165,Waxahachie Chautauqua Bldg.,,Waxahachie,,Ellis,71,City of Waxahachie,401 South Rogers Street,Waxahachie,TX,75165,469/309-4001,,12/07/2004 00:00:00,False,False,False,False,False,False,False,False,8200000230,False,False,Public,2,Waxahachie,3296-234,,,,Getzendaner Park,,,01/01/1981 00:00:00,Historic Bldg.,False,True,False,False,,False,True,Waxahachie,True,Waxahachie Chautauqua Bldg.
166,B'nai Zion Synagogue,,El Paso,,El Paso,70,El Paso Community College,"Administrative Services Center 9050 Viscount Boulevard, Room A131",El Paso,TX,79925,915/831-6511,,07/26/2007 00:00:00,False,False,False,False,False,False,False,False,8200000231,False,False,Public,2,El Paso,3106-432,,13,,906 North El Paso Street,Early 20th Century; 1912,,01/01/1984 00:00:00,Religious Structure,False,True,False,False,,False,True,El Paso,True,B'nai Zion Synagogue
168,El Paso Centennial Museum,,El Paso,,El Paso,70,University of Texas at El Paso,"Centennial Museum and Chihuahuan Desert Gardens, 500 West University Avenue",El Paso,TX,79968,915/747-6669,,11/19/2004 00:00:00,False,False,False,False,False,False,False,False,8200000234,False,False,Public,2,Smellertown,3106-341,,,,"500 West University Avenue, University of Texas at El Paso campus",Mid 20th Century,,01/01/1984 00:00:00,Museum,False,True,False,False,,False,True,El Paso,False,El Paso Centennial Museum
172,El Paso Union Depot,700 San Francisco Street,El Paso,,El Paso,70,City of El Paso,10151 Montana,El Paso,TX,79925,915/212-3333,,05/13/2013 00:00:00,False,False,False,False,False,False,False,False,8200000238,False,False,Public,2,El Paso,3106-432,,,,"700 San Francisco Street, El Paso",Early 20th C.,,01/01/1984 00:00:00,Transportation Facility,False,True,False,False,,True,True,El Paso,False,El Paso Union Depot
174,Magoffin Home State Historic Site,1120 Magoffin Avenue,El Paso,,El Paso,70,Texas Historical Commission,P.O. Box 12276,Austin,TX,78711-2276,512/463-6100,41EP293,11/09/2010 00:00:00,False,False,False,False,False,False,False,False,8200000240,False,False,Public,2,El Paso,3106-432,,,,"1120 Magoffin Avenue, El Paso, TX 79901",,,01/01/1983 00:00:00,Prehistoric multiple use,False,True,False,False,,True,True,El Paso,True,Magoffin Home State Historic Site (41EP293)
178,Bluff Dale Suspension Bridge,,Bluff Dale,,Erath,72,Erath County,100 West Washington Street,Stephenville,TX,76401,254/965-1452,,12/14/2004 00:00:00,False,False,False,False,False,False,False,False,8200000250,False,False,Public,2,Bluff Dale,3298-141,,14,,Berry's Creek Rd.,,,01/01/1981 00:00:00,structure,False,True,False,False,,False,True,Bluff Dale,True,Bluff Dale Suspension Bridge
179,Erath County Courthouse,100 West Washington,Stephenville,76401,Erath,72,County of Erath,100 W. Washington Street,Stephenville,TX,76401,,,12/14/2004 00:00:00,False,False,False,False,False,False,False,False,8200000251,False,False,Public,2,Stephenville,3298-113,,14,,Public Square,,,01/01/1981 00:00:00,Historic Structure,False,True,False,False,,False,True,Stephenville,True,Erath County Courthouse
180,"Tarleton State University, President's House",,Stephenville,,Erath,72,Tarleton State University,Box T-0110,Stephenville,TX,76402,254/968-9877,,03/10/2006 00:00:00,False,False,False,False,False,False,False,False,8200000252,False,False,Public,2,Stephenville,,,,,"Tarleton, Station",,,01/01/1985 00:00:00,Historic Structure,False,True,False,False,,False,True,Stephenville,False,"Tarleton State University, President's House"
181,Buckner's Creek Bridge (DEMOLISHED 1988) -- Removed 01/29/2016,,Flatonia,,Fayette,75,Fayette County,"151 North Washington St., Ste. 301",LaGrange,TX,78945,,,03/10/2006 00:00:00,False,False,False,False,False,False,False,False,8200000253,False,False,Public,2,Cistern,2997-442,,14,,"Approximately 10 miles north of Flatonia, TX on a country road, 1&1/2 miles north of FM 2237",,,05/28/1981 00:00:00,,False,True,False,False,Demolished in 1988; delisted from the National Register,False,True,Flatonia,False,Buckner's Creek Bridge (DEMOLISHED 1988)
182,Cummins Creek Bridge,,,,Fayette,75,Fayette County,2339 S. State Highway 237,Round Top,TX,78954,(979) 249-3166,,12/08/2004 00:00:00,False,False,False,False,False,False,False,False,8200000254,False,False,Public,2,Roundtop,3096-212,,,,Approximately 2 miles NW of Round Top TX,,,01/01/1981 00:00:00,,False,True,False,False,,False,True,,True,Cummins Creek Bridge
183,Fayette County Courthouse & Jail,151 North Washington,LaGrange,78945,Fayette,75,County of Fayette,"151 N. Washington Street, Ste. 301",LaGrange,TX,78945,,,12/08/2004 00:00:00,False,False,False,False,False,False,False,False,8200000255,False,False,Public,2,LaGrange West,2996-333,,,,"104 Main (Jail) bounded by main, Colorado, Washington and Travis Sts. Courthouse",,,01/01/1981 00:00:00,Historic Structure,False,True,False,False,,False,True,LaGrange,True,Fayette County Courthouse & Jail
184,Kreische Brewery,,,,Fayette,75,Texas Parks and Wildlife Department,4200 Smith School Rd.,Austin,TX,78744,512/389-4736,41FY128,12/08/2004 00:00:00,False,False,False,False,False,False,False,False,8200000256,False,False,Public,2,LaGrange East,2996-334,,14,,Kriesche Brewery State Historic Site,Reconst. Texas 1860-1870,Monument Hill State Park,01/01/1983 00:00:00,Historic Structure: Industrial complex/house,False,True,False,False,,True,True,,True,Kreische Brewery (41FY128)
185,Bedstead Truss Bridge (Mulberry Creek Bridge),,Schulenburg,,Fayette,75,"City of Schulenburg, Parks and Recreation Department",535 N. Main St.,Schulenburg,TX,78956,(979) 743-4126,,12/08/2004 00:00:00,False,False,False,False,False,False,False,False,8200000258,False,False,Public,2,Schulenburg,2996-323,,14,,"Relocated to Wolters Park, Schulenburg",,,05/28/1981 00:00:00,,False,True,False,False,Relocated from Mulberry Creek southwest of Schulenburg; relisted in the National Register as the Bedstead Truss Bridge,False,True,Schulenburg,True,Bedstead Truss Bridge (Mulberry Creek Bridge)
186,Winedale Inn Complex,"FM 2714, approx 4 mi east of Round Top",Winedale,78954,Fayette,75,"University of Texas System, Dolph Briscoe Center for American History, Winedale",2300 Red River St. Stop D1100,Austin,TX,78712,979-278-3530,41FY44,12/08/2004 00:00:00,False,False,False,False,False,False,False,False,8200000259,False,False,Public,2,Roundtop,3096-212,,14,,Off FM 1457,,,01/01/1981 00:00:00,,False,True,False,False,,True,True,Winedale,False,Winedale Inn Complex (41FY44)
188,Fort Bend County Courthouse,301 Jackson Street,Richmond,77469,Fort Bend,79,County of Fort Bend,"301 Jackson Street, Ste. 719",Richmond,TX,77469,,,01/06/2005 00:00:00,False,False,False,False,False,False,False,False,8200000263,False,False,Public,2,Richmond,,,15,,400 Jackson Street,,,01/01/1992 00:00:00,Courthouse,False,True,False,False,,False,True,Richmond,True,Fort Bend County Courthouse
191,Trinity and Brazos Valley RR Depot & Office Bldg.,208 S. 3rd Ave.,Teague,75860,Freestone,81,City of Teague,105 S. 4th St.,Teague,TX,75860,,,12/30/2004 00:00:00,False,False,False,False,False,False,False,False,8200000266,False,False,Public,2,Teague North,3196-424,,14,,208 S. 3rd Ave.,,,01/01/1981 00:00:00,Historic Structure,False,True,False,False,,True,True,Teague,True,Trinity and Brazos Valley RR Depot & Office Bldg.
192,"Frio County Jail, Old",,Pearsall,,Frio,82,Frio County,"500 East San Antonio Street, Box 7",Pearsall,TX,78061,,,12/30/2004 00:00:00,False,False,False,False,False,False,False,False,8200000267,False,False,Public,2,Pearsall North,2899-444,,14,,E. Medina Street at S. Pecan,,,01/01/1981 00:00:00,Historic Structure,False,True,False,False,Also an RTHL,False,True,Pearsall,True,"Frio County Jail, Old"
193,Galveston Maritime Site,,Galveston,,Galveston,84,City of Galveston,823 Rosenberg,Galveston,TX,77550,,,12/30/2004 00:00:00,False,False,False,False,False,False,False,False,8200000268,False,False,Public,2,Galveston,2994-231,,,,"Pier 19, at end of 20th Streets",,,01/01/1981 00:00:00,,False,True,False,False,"NR listing is Mosquito Fleet Berth, Pier 19",False,True,Galveston,True,Galveston Maritime Site
194,Galveston Seawall,1 Street to Seawall's West End Terminus,Galveston,,Galveston,84,County of Galveston,722 Moody Avenue,Galveston,TX,77550,,,12/30/2004 00:00:00,False,False,False,False,False,False,False,False,8200000269,False,False,Public,2,Galveston,2994-231,,,,Seawall Boulevard,,,01/01/1981 00:00:00,,False,True,False,False,,False,True,Galveston,True,Galveston Seawall
195,Garten Verein Pavilion,2704 Avenue O,Galveston,77550,Galveston,84,City of Galveston,823 Rosenberg,Galveston,TX,77550,,,12/30/2004 00:00:00,False,False,False,False,False,False,False,False,8200000270,False,False,Public,2,Galveston,2994-231,,,,27th Street and Avenue O,,,01/01/1981 00:00:00,Historic Structure,False,True,False,False,,True,True,Galveston,True,Garten Verein Pavilion
199,Admiral Nimitz State Historical Park,340 E. Main St.,Fredericksburg,78624,Gillespie,86,Texas Historical Commission,P.O. Box 12276,Austin,TX,78711-2276,512/463-6100,41GL43,11/09/2010 00:00:00,False,False,False,False,False,False,False,False,8200000278,False,False,Public,2,Fredericksburg East,3098-231,,14,,"340 East Main Street, Fredericksburg, TX 78624",,(Nat'l Museum of the Pacific War),01/01/1983 00:00:00,Historic Structures,False,True,False,False,Within the Fredericksburg Historic District.,True,True,Fredericksburg,True,Admiral Nimitz State Historical Park (41GL43)
202,Fort Martin Scott,1603 E. Main Street,Fredericksburg,78624,Gillespie,86,City of Fredericksburg,126 West Main,Fredericksburg,TX,78624,512-997-7521,41GL52,01/04/2005 00:00:00,False,False,False,False,False,False,False,False,8200000281,False,False,Public,2,Fredericksburg East,3098-231,,14,,Hwy. 290 East,,,01/01/1988 00:00:00,Fort ruins & guardhouse,False,True,False,False,,True,True,Fredericksburg,True,Fort Martin Scott (41GL52)
203,Fredericksburg Memorial Library,115 West Main Street,Fredericksburg,,Gillespie,86,Gillespie County,"101 West Main, Unit #9",Fredericksburg,TX,78624,,,01/04/2005 00:00:00,False,False,False,False,False,False,False,False,8200000282,False,False,Public,2,Fredericksburg East,3098-231,,,,"Courthouse Square, 115 W. Main St.",,,01/01/1981 00:00:00,Historic Structure,False,True,False,False,"Former county courthouse, now Pioneer Memorial Library",False,True,Fredericksburg,True,Fredericksburg Memorial Library
207,Mission Espiritu,,Goliad,,Goliad,88,Texas Parks and Wildlife Department,4200 Smith School Rd.,Austin,TX,78744,512/389-4736,41GD1,01/09/2012 00:00:00,False,False,False,False,False,False,False,False,8200000287,False,False,Public,2,Goliad,2897-423,,14,,"Goliad State Park, approximately 3.8 miles southwest of Goliad on Highway",,Goliad State Park,06/28/1983 00:00:00,,False,True,False,False,,True,True,Goliad,False,Mission Espiritu (41GD1)
208,Goliad County Courthouse,127 North Courthouse Square,Goliad,77963,Goliad,88,County of Goliad,P.O. Box 677,Goliad,TX,77963,,,01/04/2005 00:00:00,False,False,False,False,False,False,False,False,8200000288,False,False,Public,2,Goliad,2897-423,,,,Public square between Commercial Street and Market Street,,,01/01/1983 00:00:00,Courthouse,False,True,False,False,,True,True,Goliad,True,Goliad County Courthouse
209,Market House Museum (Old),,Goliad,,Goliad,88,City of Goliad,P.O. Box 939,Goliad,TX,77963,,,01/04/2005 00:00:00,False,False,False,False,False,False,False,False,8200000289,False,False,Public,2,Goliad,2897-423,,,,Southwest corner of South Market and Franklin Streets,,,01/01/1983 00:00:00,Museum,False,True,False,False,,False,True,Goliad,True,Market House Museum (Old)
211,Gonzales County Courthouse,414 St. Joseph Street,Gonzales,,Gonzales,89,County of Gonzales,"414 N. Saint Joseph Street, Ste 200",Gonzales,TX,78629,,,12/31/2004 00:00:00,False,False,False,False,False,False,False,False,8200000293,False,False,Public,2,Gonzales North,2997-422,,,,"Bounded by St. Louis, St. Paul, St. Lawrence, St Joseph Sts.",,,01/01/1981 00:00:00,Courthouse,False,True,False,False,,False,True,Gonzales,True,Gonzales County Courthouse
212,Gonzales County Jail,414 St. Lawrence St.,Gonzales,78629,Gonzales,89,County of Gonzales,"415 N. Saint Joseph Street, Ste 200",Gonzales,TX,78630,,,12/31/2004 00:00:00,False,False,False,False,False,False,False,False,8200000294,False,False,Public,2,Gonzales North,2997-422,,,,The courthouse square on St. Lawrence Street,,,01/01/1981 00:00:00,Historic Structure,False,True,False,False,museum,False,True,Gonzales,True,Gonzales County Jail
213,Gonzales Memorial Museum and Amphitheater,414 Smith Street,Gonzales,78629,Gonzales,89,City of Gonzales,820 St. Joseph Street,Gonzales,TX,78629,(830) 672-6350,,12/31/2004 00:00:00,False,False,False,False,False,False,False,False,8200000295,False,False,Public,2,Gonzales North,2997-422,,,,Gonzales,Texas Centennial,,01/01/1983 00:00:00,Museum,False,True,False,False,,False,True,Gonzales,False,Gonzales Memorial Museum and Amphitheater
214,Leesville Schoolhouse,,Gonzales,,Gonzales,89,Gonzales County,"414 St. Joseph Street, Suite 200",Gonzales,TX,78629,,41GZ155,08/30/2006 00:00:00,False,False,False,False,False,False,False,False,8200000296,False,False,Public,2,Leesville,2997-243,,14,,"Farm Road 1682, one mile east of Hwy 80",Late 19th C.,,01/01/1981 00:00:00,Historic Structure,False,True,False,False,,True,True,Gonzales,True,Leesville Schoolhouse (41GZ155)
215,Fanthorp Inn State Historical Structure,,,,Grimes,93,Texas Parks and Wildlife Department,4200 Smith School Rd.,Austin,TX,78744,512/389-4736,41GM79,12/31/2004 00:00:00,False,False,False,False,False,False,False,False,8200000297,False,False,Public,2,Anderson,3095-233,,15,,"Anderson, TX-Fanthorp Inn State Historical Structure",,,01/01/1983 00:00:00,Historic Structure,False,True,False,False,,True,True,,False,Fanthorp Inn State Historical Structure (41GM79)
216,Grimes County Courthouse,100 Main Street,Anderson,77830,Grimes,93,County of Grimes,P.O. Box 160,Anderson,TX,77830,,,12/31/2004 00:00:00,False,False,False,False,False,False,False,False,8200000298,False,False,Public,2,,,,,,,,,01/01/1992 00:00:00,Courthouse,False,True,False,False,,False,True,Anderson,True,Grimes County Courthouse
217,Saffold Dam,,Seguin,,Guadalupe,94,"City of Seguin, Parks and Recreation Department",P.O. Box 591,Seguin,TX,78156,(830) 401-2480,,12/31/2004 00:00:00,False,False,False,False,False,False,False,False,8200000300,False,False,Public,2,Seguin,2997-322,,14,,"In Max Starcke Park, across Guadalupe River, approximately 150 yards upstream of Hwy 123 bridge",,,01/01/1981 00:00:00,,False,True,False,False,,False,True,Seguin,True,Saffold Dam
218,Sebastopol State Historical Site,,Seguin,,Guadalupe,94,"City of Seguin, Parks and Recreation Department",P.O. Box 591,Seguin,TX,78109,830/401-2480,41GU9,12/31/2004 00:00:00,False,False,False,False,False,False,False,False,8200000301,False,False,Public,2,Seguin,2997-322,,14,,"Northeast corner, west court and North Erkel",Early Statehood -1852,,01/01/1983 00:00:00,Historic Structure; house and site,False,True,False,False,,True,True,Sequin,True,Sebastopol State Historical Site (41GU9)
220,Hamilton County Courthouse,102 N. Rice,Hamilton,76531,Hamilton,97,County of Hamilton,102 N. Rice Street,Hamilton,TX,76531,,,12/31/2004 00:00:00,False,False,False,False,False,False,False,False,8200000304,False,False,Public,2,,,,,,Public Square,,,01/01/1992 00:00:00,Historic Structure,False,True,False,False,,False,True,Hamilton,True,Hamilton County Courthouse
